1	1	93.48908829689026
1	1	92.19951748847961
1	1	94.58048295974731
1	1	93.98063659667969
1	1	95.06763029098511
1	1	94.47581601142883
1	2	98.33037185668945
1	1	121.83606386184692
1	1	122.36699628829956
1	1	123.92624068260193
1	1	123.76190614700317
1	1	121.99451637268066
1	1	124.07953691482544
1	1	124.14470148086548
1	2	124.69412851333618
1	1	124.53036236763
1	1	123.27352976799011
1	1	124.8531174659729
1	2	124.92306303977966
1	1	126.34987568855286
1	1	125.16410517692566
1	1	141.4433045387268
1	1	140.26450371742249
1	2	142.0119833946228
1	1	143.8068723678589
1	1	145.2106499671936
1	2	144.30200719833374
1	1	168.60620784759521
1	1	168.5435028076172
1	1	169.13565325737
1	1	171.0329372882843
1	1	171.77317929267883
1	1	171.8613474369049
1	1	170.98490715026855
1	1	171.37875175476074
1	1	172.32111287117004
1	2	171.24051523208618
1	1	174.99369931221008
1	2	175.57297778129578
1	1	176.93183755874634
1	1	175.12871050834656
1	2	185.43782353401184
1	2	184.13106179237366
1	2	188.39666652679443
1	2	191.48697805404663
1	2	193.1478750705719
1	2	193.7555456161499
1	2	194.05534553527832
1	1	194.29313707351685
1	2	198.4478280544281
1	1	196.6386034488678
1	1	199.61040019989014
1	2	199.92472958564758
1	2	198.07073664665222
1	1	200.33355140686035
1	1	203.0715298652649
1	1	203.2605757713318
1	1	203.20902705192566
1	1	203.82416319847107
1	1	203.57669734954834
1	1	203.11637806892395
1	1	203.99235606193542
1	1	204.14484429359436
1	1	207.07415175437927
1	1	205.3680522441864
1	1	205.2910795211792
1	2	208.39395427703857
1	1	207.13742446899414
1	1	210.18639516830444
1	2	209.33018279075623
1	2	210.94821333885193
1	2	211.84980821609497
1	1	211.28684973716736
1	2	214.19331336021423
1	2	213.0937213897705
1	2	213.87193942070007
1	2	219.00091171264648
1	2	217.47832441329956
1	2	220.29972577095032
1	3	221.2925465106964
