10000-B	1562110552.6019783	1562110552.6732483	0.07126998901367188
10001-B	1562110552.673405	1562110552.7280128	0.05460786819458008
10002-B	1562110552.7281644	1562110552.7629647	0.03480029106140137
10003-B	1562110552.7631564	1562110552.7895193	0.026362895965576172
10004-B	1562110552.7896094	1562110552.8112314	0.0216219425201416
10005-B	1562110552.8113904	1562110552.8763475	0.0649571418762207
10006-B	1562110552.8764906	1562110552.9222753	0.045784711837768555
10007-B	1562110552.9223676	1562110552.9781885	0.05582094192504883
10008-B	1562110552.9782844	1562110553.0241892	0.04590487480163574
10009-B	1562110553.0244179	1562110553.0784862	0.05406832695007324
10010-B	1562110553.0786338	1562110553.0958087	0.017174959182739258
10011-B	1562110553.0959883	1562110553.1425474	0.04655909538269043
10012-B	1562110553.1427245	1562110553.189	0.04627537727355957
10013-B	1562110553.1890967	1562110553.2190735	0.029976844787597656
10014-B	1562110553.220437	1562110553.256395	0.035958051681518555
10015-B	1562110553.2565846	1562110553.2934816	0.03689694404602051
10016-B	1562110553.293577	1562110553.325353	0.03177595138549805
10017-B	1562110553.3254428	1562110553.3516421	0.0261993408203125
10018-B	1562110553.3518283	1562110553.3981328	0.04630446434020996
10019-B	1562110553.398239	1562110553.440607	0.042368173599243164
10020-B	1562110553.4417274	1562110553.4644928	0.022765398025512695
10021-B	1562110553.4646444	1562110553.4816682	0.017023801803588867
10022-B	1562110553.4817665	1562110553.5127842	0.031017780303955078
10023-B	1562110553.512876	1562110553.5565424	0.04366636276245117
10024-B	1562110553.556718	1562110553.5906358	0.03391766548156738
10025-B	1562110553.5908072	1562110553.620871	0.030063867568969727
10026-B	1562110553.6210449	1562110553.6871216	0.06607675552368164
10027-B	1562110553.6873045	1562110553.7123337	0.02502918243408203
10028-B	1562110553.7124975	1562110553.7482119	0.03571438789367676
10029-B	1562110553.7483256	1562110553.795859	0.047533512115478516
10030-B	1562110553.7961695	1562110553.8217995	0.02562999725341797
10031-B	1562110553.8229096	1562110553.8615468	0.03863716125488281
10032-B	1562110553.863122	1562110553.9007132	0.03759121894836426
10033-B	1562110553.900809	1562110553.9436345	0.04282546043395996
10034-B	1562110553.9437373	1562110553.9863708	0.0426335334777832
10035-B	1562110553.9868953	1562110554.0237014	0.03680610656738281
10036-B	1562110554.0238247	1562110554.049424	0.025599241256713867
10037-B	1562110554.0506845	1562110554.119002	0.06831765174865723
10038-B	1562110554.119159	1562110554.1839535	0.06479454040527344
10039-B	1562110554.1840937	1562110554.2148638	0.030770063400268555
10040-B	1562110554.2150187	1562110554.2520323	0.03701353073120117
10041-B	1562110554.2521405	1562110554.2938097	0.04166913032531738
10042-B	1562110554.2954385	1562110554.3346307	0.03919219970703125
10043-B	1562110554.3347337	1562110554.3700812	0.03534746170043945
10044-B	1562110554.3702674	1562110554.4122918	0.04202437400817871
10045-B	1562110554.4124682	1562110554.4381003	0.025632143020629883
10046-B	1562110554.4382436	1562110554.4846165	0.04637289047241211
10047-B	1562110554.4860878	1562110554.5299966	0.04390883445739746
10048-B	1562110554.5311427	1562110554.5736072	0.042464494705200195
10049-B	1562110554.5737782	1562110554.6185513	0.044773101806640625
10050-B	1562110554.6197405	1562110554.6515734	0.03183293342590332
10051-B	1562110554.6521845	1562110554.696171	0.04398655891418457
10052-B	1562110554.69633	1562110554.724718	0.028388023376464844
10053-B	1562110554.7248874	1562110554.7396688	0.014781475067138672
10054-B	1562110554.739825	1562110554.7621682	0.022343158721923828
10055-B	1562110554.762327	1562110554.811767	0.04944014549255371
10056-B	1562110554.8119714	1562110554.857803	0.04583168029785156
10057-B	1562110554.8582613	1562110554.892995	0.03473377227783203
10058-B	1562110554.8930871	1562110554.9118912	0.018804073333740234
10059-B	1562110554.9119892	1562110554.935098	0.023108720779418945
10060-B	1562110554.9352653	1562110555.0470216	0.1117563247680664
10061-B	1562110555.047125	1562110555.0660605	0.018935441970825195
10062-B	1562110555.0662386	1562110555.091664	0.025425434112548828
10063-B	1562110555.0928936	1562110555.1098022	0.016908645629882812
10064-B	1562110555.109896	1562110555.1382244	0.028328418731689453
10065-B	1562110555.138358	1562110555.1610577	0.022699594497680664
10066-B	1562110555.1612027	1562110555.187354	0.026151418685913086
10067-B	1562110555.1891282	1562110555.2215571	0.03242897987365723
10068-B	1562110555.2217026	1562110555.2425315	0.020828962326049805
10069-B	1562110555.2426348	1562110555.2689798	0.026345014572143555
10070-B	1562110555.2691913	1562110555.2916944	0.022503137588500977
10071-B	1562110555.291873	1562110555.3106785	0.018805503845214844
10072-B	1562110555.3108575	1562110555.3313687	0.020511150360107422
10073-B	1562110555.3314857	1562110555.3529801	0.021494388580322266
10074-B	1562110555.3532069	1562110555.3729866	0.019779682159423828
10075-B	1562110555.3731728	1562110555.4125826	0.03940987586975098
10076-B	1562110555.4138658	1562110555.4288197	0.014953851699829102
10077-B	1562110555.4291494	1562110555.4581847	0.029035329818725586
10078-B	1562110555.4582992	1562110555.487435	0.029135942459106445
10079-B	1562110555.4876559	1562110555.508739	0.02108311653137207
10080-B	1562110555.5088406	1562110555.5365138	0.02767324447631836
