1	0	18.514643669128418
1	1	17.645883798599243
1	2	18.657675981521606
1	3	19.066272974014282
1	4	17.32664132118225
1	5	17.16964554786682
1	6	19.108930587768555
1	7	18.371039628982544
1	8	18.892582654953003
1	9	16.8711256980896
1	10	16.66571545600891
1	11	18.8151638507843
1	12	18.53402805328369
1	13	19.07190990447998
1	14	15.472107172012329
1	15	13.97628140449524
1	16	15.000061511993408
1	17	19.430225372314453
1	18	19.028965711593628
1	19	15.90487813949585
1	20	15.120338439941406
1	21	16.496620178222656
1	22	16.71984839439392
1	23	16.926355361938477
1	24	16.000662088394165
1	25	16.767581462860107
1	26	16.411316871643066
1	27	16.232054710388184
1	28	17.024600744247437
